,STATE,COUNTY_NAME,datetime,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,humidity
2911,CA,San Diego,2015-10-6,4,Campfire,280.0,A,34.52694444,-118.5325,67.04166667
2912,CA,San Diego,2015-9-9,1,Lightning,253.0,A,34.64111111,-118.4125,48.08333333
2913,CA,San Diego,2015-10-14,1,Lightning,288.0,A,34.37694444,-117.66833329999999,78.125
2914,CA,San Diego,2015-12-8,4,Campfire,343.0,B,34.27277778,-118.3213889,49.5
2915,CA,San Diego,2015-3-25,7,Arson,85.0,A,34.14722222,-117.7766667,70.70833333
2916,CA,San Diego,2015-3-31,2,Equipment Use,91.0,A,34.20027778,-117.8313889,68.16666667
2917,CA,San Diego,2015-5-12,9,Miscellaneous,133.0,B,34.15333333,-117.87444440000002,78.5
2918,CA,San Diego,2015-6-14,2,Equipment Use,166.0,A,34.28916667,-117.83416670000001,85.66666667
2919,CA,San Diego,2015-6-27,2,Equipment Use,180.0,A,34.25027778,-117.635,74.875
2920,CA,San Diego,2015-6-28,2,Equipment Use,180.0,A,34.26166667,-117.85027779999999,71.875
2921,CA,San Diego,2015-7-29,1,Lightning,212.0,A,34.35805556,-117.73472220000001,71.0
2922,CA,San Diego,2015-9-1,9,Miscellaneous,246.0,B,34.19305556,-117.86444440000001,71.08333333
2923,CA,San Diego,2015-9-8,1,Lightning,252.0,A,34.31111111,-117.8525,60.70833333
2924,CA,San Diego,2015-9-8,1,Lightning,253.0,A,34.29666667,-117.6947222,60.70833333
2925,CA,San Diego,2015-8-13,9,Miscellaneous,245.0,F,34.25611111,-117.85694440000002,73.08333333
2926,CA,San Diego,2015-5-1,2,Equipment Use,122.0,A,34.21777778,-117.85833329999998,48.375
2927,CA,San Diego,2015-4-18,9,Miscellaneous,109.0,A,34.29194444,-117.83944440000002,46.16666667
2928,CA,San Diego,2015-4-18,4,Campfire,109.0,B,34.15111111,-117.91944440000002,46.16666667
2929,CA,San Diego,2015-4-24,4,Campfire,115.0,A,34.23722222,-117.88972220000001,85.125
2930,CA,San Diego,2015-5-3,9,Miscellaneous,124.0,B,34.27333333,-118.38611110000001,77.70833333
2931,CA,San Diego,2015-5-3,2,Equipment Use,124.0,B,34.34583333,-118.50444440000001,77.70833333
2932,CA,San Diego,2015-5-22,9,Miscellaneous,143.0,B,34.30888889,-118.3633333,89.33333333
2933,CA,San Diego,2015-5-2,4,Campfire,123.0,A,34.26583333,-118.14694440000001,58.04166667
2934,CA,San Diego,2015-4-28,9,Miscellaneous,119.0,A,34.26861111,-118.3913889,46.70833333
2935,CA,San Diego,2015-4-11,4,Campfire,102.0,A,34.30944444,-118.32361110000001,71.04166667
2936,CA,San Diego,2015-3-8,4,Campfire,68.0,A,34.27666667,-118.30666670000001,46.91666667
2937,CA,San Diego,2015-4-8,9,Miscellaneous,99.0,A,34.26777778,-118.33805559999999,72.25
2938,CA,San Diego,2015-4-9,4,Campfire,100.0,A,34.20194444,-118.0236111,59.16666667
2939,CA,San Diego,2015-10-8,2,Equipment Use,282.0,C,34.55805556,-118.6747222,72.91666667
2940,CA,San Diego,2015-11-9,7,Arson,314.0,A,34.48666667,-118.61194440000001,72.29166667
2941,CA,San Diego,2015-11-21,2,Equipment Use,326.0,A,34.56527778,-118.3972222,56.5
2942,CA,San Diego,2015-11-12,9,Miscellaneous,317.0,B,34.53583333,-118.6538889,44.95833333
2943,CA,San Diego,2015-12-1,9,Miscellaneous,336.0,A,34.475,-118.30722220000001,58.79166667
2944,CA,San Diego,2015-12-2,7,Arson,337.0,A,34.37694444,-117.7063889,53.58333333
2945,CA,San Diego,2015-12-8,3,Smoking,343.0,A,34.44166667,-118.1486111,49.5
2946,CA,San Diego,2015-12-25,9,Miscellaneous,360.0,A,34.56305556,-118.6827778,70.0
2947,CA,San Diego,2015-6-28,2,Equipment Use,180.0,B,34.72638889,-118.60361110000001,71.875
2948,CA,San Diego,2015-8-28,2,Equipment Use,241.0,B,34.585,-118.31583329999998,64.04166667
2949,CA,Los Angeles,2015-7-30,1,Lightning,310.0,G,36.87361111,-118.90472220000001,73.04166667
2950,CA,Los Angeles,2015-7-2,1,Lightning,189.0,A,36.71694444,-118.76694440000001,71.875
2951,CA,Los Angeles,2015-4-19,1,Lightning,110.0,B,36.76138889,-118.8313889,49.54166667
2952,CA,Los Angeles,2015-6-6,1,Lightning,158.0,A,37.31888889,-119.1472222,78.29166667
2953,CA,Los Angeles,2015-6-6,1,Lightning,,A,37.41305556,-119.0197222,78.29166667
2954,CA,Los Angeles,2015-6-5,1,Lightning,,A,37.28333333,-119.0088889,79.20833333
2955,CA,Los Angeles,2015-6-29,1,Lightning,183.0,A,37.37,-118.94333329999999,63.20833333
2956,CA,Los Angeles,2015-6-29,1,Lightning,,A,37.37416667,-119.0338889,63.20833333
2957,CA,Los Angeles,2015-6-29,1,Lightning,,A,37.42694444,-119.08694440000001,63.20833333
2958,CA,Los Angeles,2015-7-1,1,Lightning,183.0,A,37.29138889,-119.44305559999998,68.79166667
2959,CA,Los Angeles,2015-6-11,1,Lightning,,A,37.33888889,-119.02083329999999,77.45833333
2960,CA,Los Angeles,2015-6-30,1,Lightning,182.0,A,37.34388889,-119.06944440000001,64.75
2961,CA,Los Angeles,2015-6-5,1,Lightning,,A,37.36388889,-119.07333329999999,79.20833333
2962,CA,Los Angeles,2015-7-1,1,Lightning,183.0,A,37.33083333,-118.95805559999998,68.79166667
2963,CA,Los Angeles,2015-7-2,1,Lightning,185.0,A,37.27944444,-119.15194440000002,71.875
2964,CA,Los Angeles,2015-7-1,1,Lightning,183.0,A,37.315,-119.0047222,68.79166667
2965,CA,Los Angeles,2015-7-2,1,Lightning,184.0,A,37.32916667,-119.17277779999999,71.875
2966,CA,Los Angeles,2015-7-2,1,Lightning,184.0,A,37.37416667,-119.15194440000002,71.875
2967,CA,Los Angeles,2015-7-20,1,Lightning,203.0,A,37.43388889,-119.11972220000001,69.91666667
2968,CA,Los Angeles,2015-7-2,1,Lightning,184.0,A,37.41472222,-119.07805559999998,71.875
2969,CA,Los Angeles,2015-7-5,1,Lightning,188.0,A,37.25666667,-119.0852778,76.0
2970,CA,Los Angeles,2015-7-1,1,Lightning,183.0,A,37.32222222,-119.09222220000001,68.79166667
2971,CA,Los Angeles,2015-7-20,1,Lightning,203.0,A,37.32,-119.25972220000001,69.91666667
2972,CA,Los Angeles,2015-7-19,1,Lightning,202.0,A,37.23194444,-118.96,70.54166667
2973,CA,Los Angeles,2015-9-7,1,Lightning,251.0,A,37.24222222,-119.20416670000002,63.41666667
2974,CA,Los Angeles,2015-7-30,1,Lightning,213.0,A,37.38888889,-119.19027779999999,73.04166667
2975,CA,Los Angeles,2015-7-31,1,Lightning,213.0,A,37.35388889,-119.1552778,74.125
2976,CA,Los Angeles,2015-8-14,1,Lightning,229.0,B,37.47166667,-119.12083329999999,58.5
2977,CA,Los Angeles,2015-7-20,1,Lightning,202.0,A,37.31083333,-119.13916670000002,69.91666667
2978,CA,Los Angeles,2015-7-20,1,Lightning,203.0,A,37.44611111,-119.1038889,69.91666667
2979,CA,Los Angeles,2015-7-30,1,Lightning,214.0,A,37.29277778,-119.15111110000001,73.04166667
2980,CA,Los Angeles,2015-10-31,1,Lightning,305.0,A,37.2275,-119.2405556,39.25
2981,CA,Los Angeles,2015-10-30,1,Lightning,305.0,B,37.22444444,-119.19583329999999,19.625
2982,CA,Los Angeles,2015-7-30,1,Lightning,213.0,A,37.38888889,-119.2086111,73.04166667
2983,CA,Los Angeles,2015-8-2,1,Lightning,216.0,A,37.3925,-119.0075,72.20833333
2984,CA,Los Angeles,2015-7-30,1,Lightning,227.0,A,37.4675,-119.10055559999999,73.04166667
2985,CA,Los Angeles,2015-8-1,1,Lightning,,A,37.365,-118.9072222,74.58333333
2986,CA,Los Angeles,2015-8-9,9,Miscellaneous,224.0,C,37.08972222,-119.37555559999998,69.79166667
2987,CA,Los Angeles,2015-8-1,1,Lightning,214.0,A,37.34611111,-119.2452778,74.58333333
2988,CA,Los Angeles,2015-7-20,1,Lightning,202.0,A,37.19527778,-118.9886111,69.91666667
2989,CA,Los Angeles,2015-10-15,1,Lightning,289.0,A,37.41861111,-119.17277779999999,79.70833333
2990,TN,Nashville,2015-12-5,9,Miscellaneous,341.0,C,36.22111111,-82.25805556,64.0
2991,TN,Nashville,2015-11-25,7,Arson,330.0,C,36.21388889,-82.11861111,50.5
2992,TN,Nashville,2015-11-14,7,Arson,320.0,C,36.2,-82.00305556,47.125
2993,TN,Nashville,2015-11-23,7,Arson,328.0,A,36.21638889,-82.12666667,50.54166667
